Order_ID,Order_Date,Product_Category,Product_SKU,Quantity_Units,Production_Facility,Customer_Region,Order_Priority,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delivery_Status,Calculated_Risk_Score,Machine_Utilization_Pct,Quality_Score,Revenue_EUR,Profit_EUR,Order_Month,Order_Quarter,Order_Year,Day_of_Week,Is_Peak_Season
FED-004270,2024-12-10,Self_Adhesive_Materials,SEL-3056,38267,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.112,76.1,92.8,3061.36,906.57,12,4,2024,Tuesday,0
FED-004271,2024-11-16,Wine_Labels,WIN-2253,54051,Barcelona_ES,Italy,Standard,2,2,On_Time,0.112,90.5,96.3,8107.65,2866.26,11,4,2024,Saturday,0
FED-004272,2023-03-12,Self_Adhesive_Materials,SEL-3587,68701,Chicago_US,Americas,Standard,5,5,On_Time,0.121,81.9,94.7,5496.08,1995.35,3,1,2023,Sunday,0
FED-004273,2023-02-21,Self_Adhesive_Materials,SEL-7113,77390,Sao_Paulo_BR,Americas,Critical,3,3,On_Time,0.108,89.4,94.7,6191.2,1931.41,2,1,2023,Tuesday,0
FED-004274,2024-04-06,Self_Adhesive_Materials,SEL-7667,57556,Chicago_US,Rest_of_Europe,Express,5,5,On_Time,0.12,92.6,91.7,4604.48,1702.73,4,2,2024,Saturday,0
FED-004275,2024-07-02,Luxury_Packaging,LUX-7549,12941,Chicago_US,Americas,Economy,8,9,Slightly_Late,0.544,93.9,96.2,32352.5,8527.99,7,3,2024,Tuesday,1
FED-004276,2024-08-09,Self_Adhesive_Materials,SEL-2739,38482,Fabriano_IT,Rest_of_Europe,Standard,3,3,On_Time,0.165,84.4,97.1,3078.56,906.69,8,3,2024,Friday,1
FED-004277,2023-03-03,Self_Adhesive_Materials,SEL-8765,62389,Verona_IT,Italy,Critical,5,5,On_Time,0.061,95.4,94.4,4991.12,1392.82,3,1,2023,Friday,0
FED-004278,2023-09-24,Self_Adhesive_Materials,SEL-2749,87941,Barcelona_ES,Rest_of_Europe,Express,3,8,Late,0.225,98.0,96.6,7035.28,2080.69,9,3,2023,Sunday,1
FED-004279,2024-06-21,Self_Adhesive_Materials,SEL-2861,5936,Sao_Paulo_BR,Rest_of_Europe,Standard,3,3,On_Time,0.224,98.0,94.1,474.88,128.91,6,2,2024,Friday,0
FED-004280,2023-08-08,Art_Design_Papers,ART-6024,4723,Sao_Paulo_BR,Rest_of_Europe,Express,5,5,On_Time,0.331,89.8,95.3,5667.6,1844.59,8,3,2023,Tuesday,1
FED-004281,2024-05-29,Self_Adhesive_Materials,SEL-5908,42022,Verona_IT,Rest_of_Europe,Express,5,5,On_Time,0.087,94.1,95.1,3361.76,1079.87,5,2,2024,Wednesday,0
FED-004282,2024-04-14,Luxury_Packaging,LUX-3643,11563,Verona_IT,Americas,Standard,6,6,On_Time,0.152,83.4,95.1,28907.5,8066.91,4,2,2024,Sunday,0
FED-004283,2024-01-29,Wine_Labels,WIN-3914,43665,Barcelona_ES,Rest_of_Europe,Economy,2,1,On_Time,0.142,92.5,94.4,6549.75,2169.35,1,1,2024,Monday,0
FED-004284,2023-05-07,Self_Adhesive_Materials,SEL-3360,77284,Barcelona_ES,Americas,Standard,5,5,On_Time,0.145,86.4,93.2,6182.72,2177.57,5,2,2023,Sunday,0
FED-004285,2024-11-10,Wine_Labels,WIN-5834,29303,Barcelona_ES,Americas,Critical,2,2,On_Time,0.034,80.8,94.2,4395.45,1297.03,11,4,2024,Sunday,0
FED-004286,2023-08-23,Wine_Labels,WIN-5246,30508,Chicago_US,Asia_Pacific,Economy,7,7,On_Time,0.173,96.0,99.4,4576.2,1486.83,8,3,2023,Wednesday,1
FED-004287,2024-04-28,Self_Adhesive_Materials,SEL-2261,79234,Verona_IT,Americas,Standard,2,2,On_Time,0.154,86.0,94.2,6338.72,2074.42,4,2,2024,Sunday,0
FED-004288,2023-02-22,Luxury_Packaging,LUX-2399,7709,Barcelona_ES,Italy,Express,6,6,On_Time,0.1,80.6,90.8,19272.5,6462.24,2,1,2023,Wednesday,0
FED-004289,2023-07-01,Wine_Labels,WIN-7274,58817,Fabriano_IT,Rest_of_Europe,Express,5,5,On_Time,0.066,91.6,95.9,8822.55,3221.67,7,3,2023,Saturday,1
FED-004290,2024-06-10,Wine_Labels,WIN-6501,61637,Sao_Paulo_BR,Rest_of_Europe,Express,2,2,On_Time,0.099,89.8,96.7,9245.55,3399.98,6,2,2024,Monday,0
FED-004291,2023-10-04,Wine_Labels,WIN-3301,47231,Fabriano_IT,Rest_of_Europe,Standard,3,3,On_Time,0.102,88.9,95.5,7084.65,2436.81,10,4,2023,Wednesday,1
FED-004292,2024-06-14,Wine_Labels,WIN-6234,46623,Sao_Paulo_BR,Italy,Standard,5,5,On_Time,0.117,90.1,96.1,6993.45,1962.84,6,2,2024,Friday,0
FED-004293,2024-07-19,Wine_Labels,WIN-1975,45577,Sao_Paulo_BR,Rest_of_Europe,Critical,5,5,On_Time,0.063,96.8,93.6,6836.55,2205.07,7,3,2024,Friday,1
FED-004294,2024-12-21,Wine_Labels,WIN-2681,49502,Barcelona_ES,Italy,Standard,5,5,On_Time,0.068,87.3,99.1,7425.3,2705.01,12,4,2024,Saturday,0
FED-004295,2024-10-28,Wine_Labels,WIN-5657,22233,Sao_Paulo_BR,Rest_of_Europe,Standard,4,4,On_Time,0.113,96.4,94.1,3334.95,1066.5,10,4,2024,Monday,1
FED-004296,2023-01-08,Self_Adhesive_Materials,SEL-4105,94007,Fabriano_IT,Asia_Pacific,Standard,2,2,On_Time,0.195,91.7,91.9,7520.56,2565.77,1,1,2023,Sunday,0
FED-004297,2024-08-17,Wine_Labels,WIN-1500,80733,Fabriano_IT,Italy,Standard,4,4,On_Time,0.124,90.1,92.9,12109.95,3525.55,8,3,2024,Saturday,1
FED-004298,2023-04-21,Luxury_Packaging,LUX-6033,13695,Verona_IT,Rest_of_Europe,Express,6,6,On_Time,0.158,92.9,91.0,34237.5,10656.09,4,2,2023,Friday,0
FED-004299,2024-03-22,Self_Adhesive_Materials,SEL-9908,112381,Sao_Paulo_BR,Rest_of_Europe,Standard,4,4,On_Time,0.168,76.9,91.8,8990.48,3161.22,3,1,2024,Friday,0
FED-004300,2023-03-17,Self_Adhesive_Materials,SEL-7317,63176,Fabriano_IT,Asia_Pacific,Standard,3,3,On_Time,0.172,98.0,95.0,5054.08,1667.67,3,1,2023,Friday,0
FED-004301,2024-04-13,Self_Adhesive_Materials,SEL-5474,68202,Barcelona_ES,Asia_Pacific,Economy,4,4,On_Time,0.166,74.3,94.2,5456.16,1887.35,4,2,2024,Saturday,0
FED-004302,2024-12-11,Self_Adhesive_Materials,SEL-2862,63404,Verona_IT,Asia_Pacific,Economy,4,4,On_Time,0.139,84.5,94.2,5072.32,1422.28,12,4,2024,Wednesday,0
FED-004303,2024-07-27,Self_Adhesive_Materials,SEL-2676,87697,Verona_IT,Italy,Critical,2,2,On_Time,0.096,88.2,95.7,7015.76,2048.63,7,3,2024,Saturday,1
FED-004304,2024-01-03,Luxury_Packaging,LUX-5107,8531,Sao_Paulo_BR,Americas,Standard,7,8,Slightly_Late,0.293,90.6,93.6,21327.5,4822.21,1,1,2024,Wednesday,0
FED-004305,2023-01-13,Self_Adhesive_Materials,SEL-7439,75176,Fabriano_IT,Americas,Standard,4,4,On_Time,0.099,69.0,96.3,6014.08,2038.93,1,1,2023,Friday,0
FED-004306,2024-05-03,Self_Adhesive_Materials,SEL-5147,14082,Fabriano_IT,Italy,Economy,3,3,On_Time,0.195,89.3,94.7,1126.56,336.95,5,2,2024,Friday,0
FED-004307,2023-06-12,Wine_Labels,WIN-6094,10984,Chicago_US,Italy,Standard,3,3,On_Time,0.101,92.3,93.1,1647.6,511.84,6,2,2023,Monday,0
FED-004308,2023-05-18,Self_Adhesive_Materials,SEL-9769,96253,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.144,89.2,92.3,7700.24,2651.12,5,2,2023,Thursday,0
FED-004309,2024-05-20,Self_Adhesive_Materials,SEL-9179,112812,Chicago_US,Asia_Pacific,Standard,6,6,On_Time,0.159,79.6,96.9,9024.96,2952.85,5,2,2024,Monday,0
FED-004310,2024-05-13,Self_Adhesive_Materials,SEL-1848,94157,Verona_IT,Rest_of_Europe,Critical,3,3,On_Time,0.1,98.0,94.4,7532.56,2631.94,5,2,2024,Monday,0
FED-004311,2023-01-21,Wine_Labels,WIN-9078,55968,Fabriano_IT,Americas,Standard,5,4,On_Time,0.062,86.3,94.9,8395.2,2786.01,1,1,2023,Saturday,0
FED-004312,2023-05-29,Wine_Labels,WIN-5740,64408,Chicago_US,Italy,Standard,5,5,On_Time,0.075,80.4,93.4,9661.2,3104.33,5,2,2023,Monday,0
FED-004313,2023-03-08,Luxury_Packaging,LUX-8117,8654,Sao_Paulo_BR,Italy,Standard,10,15,Late,0.21,79.8,99.2,21635.0,6080.27,3,1,2023,Wednesday,0
FED-004314,2024-12-27,Self_Adhesive_Materials,SEL-3773,61848,Sao_Paulo_BR,Rest_of_Europe,Standard,4,4,On_Time,0.204,94.4,96.4,4947.84,1557.14,12,4,2024,Friday,0
FED-004315,2024-06-07,Luxury_Packaging,LUX-8527,7541,Chicago_US,Asia_Pacific,Standard,9,9,On_Time,0.201,76.6,92.6,18852.5,6030.42,6,2,2024,Friday,0
FED-004316,2024-07-16,Self_Adhesive_Materials,SEL-3959,104997,Sao_Paulo_BR,Americas,Critical,5,4,On_Time,0.146,98.0,92.9,8399.76,2873.29,7,3,2024,Tuesday,1
FED-004317,2024-10-28,Self_Adhesive_Materials,SEL-7016,57903,Barcelona_ES,Rest_of_Europe,Economy,3,2,On_Time,0.366,91.9,96.4,4632.24,1550.93,10,4,2024,Monday,1
FED-004318,2024-08-15,Wine_Labels,WIN-4132,73083,Verona_IT,Rest_of_Europe,Standard,5,5,On_Time,0.094,87.5,96.5,10962.45,3628.65,8,3,2024,Thursday,1
FED-004319,2023-11-23,Wine_Labels,WIN-1054,45727,Chicago_US,Rest_of_Europe,Standard,3,3,On_Time,0.122,91.5,96.8,6859.05,1856.09,11,4,2023,Thursday,0
FED-004320,2024-05-22,Luxury_Packaging,LUX-5629,7994,Verona_IT,Rest_of_Europe,Standard,7,7,On_Time,0.144,77.6,96.3,19985.0,6105.88,5,2,2024,Wednesday,0
FED-004321,2024-11-05,Luxury_Packaging,LUX-9266,1799,Sao_Paulo_BR,Rest_of_Europe,Standard,9,9,On_Time,0.257,91.0,95.7,4497.5,1367.62,11,4,2024,Tuesday,0
FED-004322,2024-03-02,Self_Adhesive_Materials,SEL-6330,93337,Chicago_US,Italy,Express,6,5,On_Time,0.093,78.1,93.1,7466.96,2418.27,3,1,2024,Saturday,0
FED-004323,2024-08-15,Luxury_Packaging,LUX-3806,11438,Sao_Paulo_BR,Rest_of_Europe,Standard,7,9,Slightly_Late,0.342,84.7,94.3,28595.0,7651.16,8,3,2024,Thursday,1
FED-004324,2023-06-16,Art_Design_Papers,ART-1566,8091,Sao_Paulo_BR,Italy,Express,4,4,On_Time,0.259,83.0,90.2,9709.2,3030.8,6,2,2023,Friday,0
FED-004325,2023-12-02,Self_Adhesive_Materials,SEL-2797,91679,Barcelona_ES,Rest_of_Europe,Express,3,3,On_Time,0.155,93.2,91.4,7334.32,2156.31,12,4,2023,Saturday,0
FED-004326,2024-12-21,Art_Design_Papers,ART-4774,6248,Verona_IT,Rest_of_Europe,Critical,7,7,On_Time,0.134,94.7,92.7,7497.6,2552.09,12,4,2024,Saturday,0
FED-004327,2024-03-15,Wine_Labels,WIN-5125,90772,Barcelona_ES,Italy,Standard,6,6,On_Time,0.067,79.4,95.3,13615.8,4588.89,3,1,2024,Friday,0
FED-004328,2023-03-08,Luxury_Packaging,LUX-7878,1000,Chicago_US,Asia_Pacific,Standard,6,6,On_Time,0.136,81.6,94.3,2500.0,683.84,3,1,2023,Wednesday,0
FED-004329,2024-12-19,Luxury_Packaging,LUX-4255,13511,Sao_Paulo_BR,Rest_of_Europe,Standard,6,5,On_Time,0.306,88.4,93.1,33777.5,12445.26,12,4,2024,Thursday,0
FED-004330,2024-11-25,Wine_Labels,WIN-9623,65705,Sao_Paulo_BR,Rest_of_Europe,Express,4,4,On_Time,0.087,95.8,92.6,9855.75,3493.71,11,4,2024,Monday,0
FED-004331,2024-09-29,Self_Adhesive_Materials,SEL-6245,69510,Sao_Paulo_BR,Rest_of_Europe,Standard,2,2,On_Time,0.288,82.5,93.1,5560.8,1980.1,9,3,2024,Sunday,1
FED-004332,2023-05-23,Art_Design_Papers,ART-7932,1354,Verona_IT,Italy,Critical,4,4,On_Time,0.073,76.2,96.0,1624.8,476.05,5,2,2023,Tuesday,0
FED-004333,2023-09-08,Self_Adhesive_Materials,SEL-4372,1000,Chicago_US,Rest_of_Europe,Standard,4,6,Slightly_Late,0.163,89.8,94.8,80.0,21.77,9,3,2023,Friday,1
FED-004334,2023-09-02,Art_Design_Papers,ART-4944,5700,Verona_IT,Asia_Pacific,Standard,6,6,On_Time,0.382,96.1,92.2,6840.0,2432.22,9,3,2023,Saturday,1
FED-004335,2023-02-25,Self_Adhesive_Materials,SEL-1438,95675,Barcelona_ES,Rest_of_Europe,Standard,3,3,On_Time,0.144,84.5,95.2,7654.0,2264.79,2,1,2023,Saturday,0
FED-004336,2023-08-29,Self_Adhesive_Materials,SEL-9964,60350,Sao_Paulo_BR,Americas,Critical,3,3,On_Time,0.187,92.2,93.8,4828.0,1575.97,8,3,2023,Tuesday,1
FED-004337,2024-01-17,Self_Adhesive_Materials,SEL-5142,122765,Verona_IT,Italy,Economy,2,2,On_Time,0.213,74.4,92.6,9821.2,3074.84,1,1,2024,Wednesday,0
FED-004338,2023-01-25,Luxury_Packaging,LUX-8710,16509,Chicago_US,Rest_of_Europe,Critical,8,7,On_Time,0.111,72.9,92.9,41272.5,14556.31,1,1,2023,Wednesday,0
FED-004339,2024-06-29,Luxury_Packaging,LUX-1176,8266,Fabriano_IT,Italy,Express,8,8,On_Time,0.162,95.1,93.9,20665.0,5743.65,6,2,2024,Saturday,0
FED-004340,2023-08-03,Self_Adhesive_Materials,SEL-4357,57833,Verona_IT,Rest_of_Europe,Express,2,2,On_Time,0.14,87.4,94.1,4626.64,1445.76,8,3,2023,Thursday,1
FED-004341,2023-11-11,Wine_Labels,WIN-5820,62921,Verona_IT,Rest_of_Europe,Critical,5,5,On_Time,0.038,92.6,93.5,9438.15,3058.53,11,4,2023,Saturday,0
FED-004342,2024-02-09,Wine_Labels,WIN-6471,28654,Verona_IT,Italy,Standard,4,4,On_Time,0.038,80.9,91.7,4298.1,1236.63,2,1,2024,Friday,0
FED-004343,2024-04-11,Luxury_Packaging,LUX-3095,16309,Fabriano_IT,Rest_of_Europe,Critical,7,7,On_Time,0.094,77.7,96.3,40772.5,12391.05,4,2,2024,Thursday,0
FED-004344,2024-11-26,Wine_Labels,WIN-2394,95121,Barcelona_ES,Americas,Standard,5,5,On_Time,0.076,74.1,100.1,14268.15,4484.7,11,4,2024,Tuesday,0
FED-004345,2024-05-15,Luxury_Packaging,LUX-9139,1000,Verona_IT,Americas,Standard,7,7,On_Time,0.156,94.9,95.2,2500.0,833.21,5,2,2024,Wednesday,0
FED-004346,2024-07-21,Art_Design_Papers,ART-2041,6362,Chicago_US,Rest_of_Europe,Standard,8,10,Slightly_Late,0.441,96.9,98.7,7634.4,1700.08,7,3,2024,Sunday,1
FED-004347,2023-08-11,Luxury_Packaging,LUX-9733,6525,Chicago_US,Italy,Standard,7,9,Slightly_Late,0.35,91.7,94.8,16312.5,4283.54,8,3,2023,Friday,1
FED-004348,2024-08-10,Wine_Labels,WIN-4683,37212,Chicago_US,Americas,Standard,6,8,Slightly_Late,0.086,84.3,93.3,5581.8,1571.92,8,3,2024,Saturday,1
FED-004349,2023-02-09,Wine_Labels,WIN-9352,45976,Verona_IT,Rest_of_Europe,Standard,6,6,On_Time,0.051,87.5,94.9,6896.4,1942.55,2,1,2023,Thursday,0
FED-004350,2023-03-28,Self_Adhesive_Materials,SEL-1501,1000,Chicago_US,Rest_of_Europe,Standard,3,5,Slightly_Late,0.114,83.6,94.1,80.0,17.83,3,1,2023,Tuesday,0
FED-004351,2024-05-25,Art_Design_Papers,ART-2752,5542,Sao_Paulo_BR,Americas,Standard,7,6,On_Time,0.368,87.7,97.7,6650.4,2194.31,5,2,2024,Saturday,0
FED-004352,2023-12-23,Self_Adhesive_Materials,SEL-9836,91575,Barcelona_ES,Rest_of_Europe,Standard,4,4,On_Time,0.122,84.2,93.7,7326.0,2497.45,12,4,2023,Saturday,0
FED-004353,2024-10-14,Wine_Labels,WIN-4132,27016,Chicago_US,Italy,Standard,5,5,On_Time,0.071,78.7,94.4,4052.4,1472.6,10,4,2024,Monday,1
FED-004354,2023-08-30,Luxury_Packaging,LUX-4733,11200,Chicago_US,Rest_of_Europe,Critical,7,7,On_Time,0.174,85.3,95.4,28000.0,8508.5,8,3,2023,Wednesday,1
FED-004355,2024-06-12,Wine_Labels,WIN-2223,56409,Chicago_US,Italy,Standard,3,3,On_Time,0.117,86.2,95.0,8461.35,3110.15,6,2,2024,Wednesday,0
FED-004356,2023-12-30,Wine_Labels,WIN-6705,24516,Sao_Paulo_BR,Italy,Standard,3,3,On_Time,0.085,82.0,94.1,3677.4,1360.32,12,4,2023,Saturday,0
FED-004357,2023-12-11,Self_Adhesive_Materials,SEL-9456,52586,Barcelona_ES,Asia_Pacific,Express,2,2,On_Time,0.113,89.1,96.8,4206.88,1290.96,12,4,2023,Monday,0
FED-004358,2024-12-26,Luxury_Packaging,LUX-3699,11054,Chicago_US,Rest_of_Europe,Standard,8,8,On_Time,0.284,91.6,92.5,27635.0,10010.5,12,4,2024,Thursday,0
FED-004359,2024-10-21,Self_Adhesive_Materials,SEL-1634,127329,Fabriano_IT,Americas,Economy,3,2,On_Time,0.375,87.3,94.2,10186.32,3356.49,10,4,2024,Monday,1
FED-004360,2024-04-11,Self_Adhesive_Materials,SEL-2114,44026,Verona_IT,Italy,Economy,2,2,On_Time,0.199,88.2,98.8,3522.08,1085.56,4,2,2024,Thursday,0
FED-004361,2023-05-08,Self_Adhesive_Materials,SEL-1255,80005,Barcelona_ES,Rest_of_Europe,Standard,2,2,On_Time,0.223,90.2,96.6,6400.4,1972.28,5,2,2023,Monday,0
FED-004362,2023-10-14,Wine_Labels,WIN-2340,53946,Verona_IT,Asia_Pacific,Economy,4,4,On_Time,0.113,88.2,96.2,8091.9,2774.42,10,4,2023,Saturday,1
FED-004363,2024-06-18,Luxury_Packaging,LUX-9152,10266,Barcelona_ES,Rest_of_Europe,Express,4,4,On_Time,0.133,75.7,95.3,25665.0,7801.66,6,2,2024,Tuesday,0
FED-004364,2023-03-02,Self_Adhesive_Materials,SEL-2924,68877,Sao_Paulo_BR,Rest_of_Europe,Standard,4,5,Slightly_Late,0.142,73.1,96.4,5510.16,1581.13,3,1,2023,Thursday,0
FED-004365,2024-05-29,Luxury_Packaging,LUX-5673,11720,Verona_IT,Italy,Express,7,6,On_Time,0.135,88.8,95.1,29300.0,10580.92,5,2,2024,Wednesday,0
FED-004366,2024-11-06,Wine_Labels,WIN-9685,71941,Verona_IT,Italy,Standard,7,7,On_Time,0.081,93.5,95.3,10791.15,3891.83,11,4,2024,Wednesday,0
FED-004367,2024-08-02,Art_Design_Papers,ART-4502,4301,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.458,90.9,93.8,5161.2,1782.21,8,3,2024,Friday,1
FED-004368,2024-10-16,Self_Adhesive_Materials,SEL-8246,74845,Barcelona_ES,Rest_of_Europe,Standard,6,6,On_Time,0.173,87.5,93.4,5987.6,2174.76,10,4,2024,Wednesday,1
FED-004369,2024-10-01,Luxury_Packaging,LUX-3635,7087,Sao_Paulo_BR,Rest_of_Europe,Economy,6,9,Late,0.559,96.2,96.8,17717.5,5514.04,10,4,2024,Tuesday,1
FED-004370,2023-10-18,Luxury_Packaging,LUX-1969,11262,Barcelona_ES,Italy,Standard,4,4,On_Time,0.314,95.6,94.9,28155.0,9767.9,10,4,2023,Wednesday,1
FED-004371,2023-04-06,Luxury_Packaging,LUX-7208,9372,Barcelona_ES,Rest_of_Europe,Express,8,8,On_Time,0.117,83.8,97.8,23430.0,6380.78,4,2,2023,Thursday,0
FED-004372,2024-01-16,Wine_Labels,WIN-1931,53429,Verona_IT,Rest_of_Europe,Express,4,4,On_Time,0.046,93.3,94.3,8014.35,2752.35,1,1,2024,Tuesday,0
FED-004373,2023-01-23,Wine_Labels,WIN-6801,43415,Fabriano_IT,Rest_of_Europe,Economy,3,3,On_Time,0.13,93.2,95.6,6512.25,2055.33,1,1,2023,Monday,0
FED-004374,2024-01-26,Self_Adhesive_Materials,SEL-6416,92095,Chicago_US,Asia_Pacific,Express,4,4,On_Time,0.111,86.0,89.7,7367.6,2505.34,1,1,2024,Friday,0
FED-004375,2023-08-04,Luxury_Packaging,LUX-6514,6988,Barcelona_ES,Rest_of_Europe,Critical,9,9,On_Time,0.133,89.2,96.2,17470.0,6050.12,8,3,2023,Friday,1
FED-004376,2023-09-22,Wine_Labels,WIN-1454,83656,Verona_IT,Americas,Express,4,4,On_Time,0.072,87.9,93.6,12548.4,3513.37,9,3,2023,Friday,1
FED-004377,2024-01-24,Wine_Labels,WIN-1541,41758,Verona_IT,Rest_of_Europe,Express,6,5,On_Time,0.043,93.1,96.1,6263.7,2255.82,1,1,2024,Wednesday,0
FED-004378,2024-01-05,Self_Adhesive_Materials,SEL-7944,93957,Fabriano_IT,Rest_of_Europe,Critical,2,2,On_Time,0.083,85.4,92.0,7516.56,2345.19,1,1,2024,Friday,0
FED-004379,2024-03-24,Self_Adhesive_Materials,SEL-3229,68272,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.116,85.3,96.4,5461.76,2001.38,3,1,2024,Sunday,0
FED-004380,2023-11-20,Self_Adhesive_Materials,SEL-6096,97219,Verona_IT,Rest_of_Europe,Express,4,4,On_Time,0.093,88.6,93.2,7777.52,2210.92,11,4,2023,Monday,0
FED-004381,2023-10-04,Self_Adhesive_Materials,SEL-6154,102006,Chicago_US,Italy,Standard,2,5,Late,0.334,98.0,97.4,8160.48,1859.63,10,4,2023,Wednesday,1
FED-004382,2023-08-03,Luxury_Packaging,LUX-7041,17372,Barcelona_ES,Italy,Standard,8,8,On_Time,0.415,98.0,95.6,43430.0,12673.15,8,3,2023,Thursday,1
FED-004383,2023-03-03,Luxury_Packaging,LUX-1514,4830,Barcelona_ES,Rest_of_Europe,Standard,7,7,On_Time,0.164,88.8,96.4,12075.0,3290.87,3,1,2023,Friday,0
FED-004384,2023-07-07,Self_Adhesive_Materials,SEL-9375,85796,Fabriano_IT,Rest_of_Europe,Express,2,2,On_Time,0.169,92.4,95.3,6863.68,2506.64,7,3,2023,Friday,1
FED-004385,2023-02-27,Self_Adhesive_Materials,SEL-9123,81253,Barcelona_ES,Italy,Standard,2,2,On_Time,0.19,98.0,95.0,6500.24,2379.45,2,1,2023,Monday,0
FED-004386,2023-11-20,Wine_Labels,WIN-8390,64839,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.075,82.6,96.6,9725.85,3336.54,11,4,2023,Monday,0
FED-004387,2023-08-05,Luxury_Packaging,LUX-9066,8750,Barcelona_ES,Rest_of_Europe,Economy,11,14,Late,0.491,93.0,94.7,21875.0,6295.3,8,3,2023,Saturday,1
FED-004388,2024-05-15,Luxury_Packaging,LUX-5018,12106,Barcelona_ES,Rest_of_Europe,Standard,6,6,On_Time,0.268,91.1,95.6,30265.0,8845.97,5,2,2024,Wednesday,0
FED-004389,2023-02-04,Wine_Labels,WIN-9372,83433,Barcelona_ES,Italy,Standard,6,8,Slightly_Late,0.061,78.9,89.9,12514.95,3868.26,2,1,2023,Saturday,0
FED-004390,2023-05-19,Luxury_Packaging,LUX-6980,9816,Sao_Paulo_BR,Asia_Pacific,Standard,11,11,On_Time,0.29,87.4,94.8,24540.0,6734.5,5,2,2023,Friday,0
FED-004391,2023-08-01,Luxury_Packaging,LUX-5755,7821,Sao_Paulo_BR,Americas,Express,9,9,On_Time,0.3,92.4,93.2,19552.5,5826.88,8,3,2023,Tuesday,1
FED-004392,2024-10-30,Self_Adhesive_Materials,SEL-1399,112777,Verona_IT,Italy,Standard,5,8,Late,0.141,83.8,90.4,9022.16,2710.81,10,4,2024,Wednesday,1
FED-004393,2024-04-24,Wine_Labels,WIN-1713,40077,Barcelona_ES,Asia_Pacific,Express,5,5,On_Time,0.045,85.7,93.7,6011.55,1775.12,4,2,2024,Wednesday,0
FED-004394,2023-04-05,Self_Adhesive_Materials,SEL-3315,85722,Verona_IT,Asia_Pacific,Standard,2,2,On_Time,0.131,72.6,93.5,6857.76,2070.09,4,2,2023,Wednesday,0
FED-004395,2024-10-09,Self_Adhesive_Materials,SEL-2706,133077,Chicago_US,Rest_of_Europe,Critical,3,3,On_Time,0.186,94.3,95.3,10646.16,3425.63,10,4,2024,Wednesday,1
FED-004396,2024-12-24,Luxury_Packaging,LUX-1962,4083,Fabriano_IT,Rest_of_Europe,Express,7,8,Slightly_Late,0.091,81.8,95.8,10207.5,2746.97,12,4,2024,Tuesday,0
FED-004397,2024-10-26,Self_Adhesive_Materials,SEL-5237,129786,Sao_Paulo_BR,Rest_of_Europe,Express,2,2,On_Time,0.259,85.2,93.5,10382.88,3646.09,10,4,2024,Saturday,1
FED-004398,2023-10-01,Art_Design_Papers,ART-2487,1000,Chicago_US,Rest_of_Europe,Standard,7,7,On_Time,0.323,95.5,98.1,1200.0,440.49,10,4,2023,Sunday,1
FED-004399,2024-05-26,Luxury_Packaging,LUX-6805,6073,Barcelona_ES,Americas,Standard,11,11,On_Time,0.222,97.9,95.4,15182.5,5029.47,5,2,2024,Sunday,0
FED-004400,2024-12-29,Self_Adhesive_Materials,SEL-2789,81377,Chicago_US,Americas,Standard,4,4,On_Time,0.134,74.5,97.9,6510.16,2207.81,12,4,2024,Sunday,0
FED-004401,2024-05-19,Self_Adhesive_Materials,SEL-2744,125210,Barcelona_ES,Americas,Standard,3,3,On_Time,0.262,98.0,95.0,10016.8,3156.18,5,2,2024,Sunday,0
FED-004402,2024-06-25,Wine_Labels,WIN-4418,47058,Fabriano_IT,Rest_of_Europe,Economy,3,4,Slightly_Late,0.111,71.0,96.1,7058.7,1723.93,6,2,2024,Tuesday,0
FED-004403,2024-02-08,Self_Adhesive_Materials,SEL-1498,42649,Fabriano_IT,Italy,Standard,6,6,On_Time,0.114,95.3,96.2,3411.92,1180.87,2,1,2024,Thursday,0
FED-004404,2024-11-13,Wine_Labels,WIN-2323,71463,Verona_IT,Asia_Pacific,Express,2,2,On_Time,0.073,95.5,94.7,10719.45,3836.23,11,4,2024,Wednesday,0
FED-004405,2023-06-17,Luxury_Packaging,LUX-3225,7261,Fabriano_IT,Asia_Pacific,Standard,7,7,On_Time,0.16,84.2,92.9,18152.5,5925.43,6,2,2023,Saturday,0
FED-004406,2024-12-25,Self_Adhesive_Materials,SEL-5783,36306,Fabriano_IT,Rest_of_Europe,Standard,5,8,Late,0.124,90.2,95.4,2904.48,828.36,12,4,2024,Wednesday,0
FED-004407,2024-11-26,Self_Adhesive_Materials,SEL-3209,83122,Sao_Paulo_BR,Americas,Standard,2,2,On_Time,0.304,95.6,95.2,6649.76,2028.38,11,4,2024,Tuesday,0
FED-004408,2024-03-28,Self_Adhesive_Materials,SEL-6215,130646,Chicago_US,Americas,Standard,2,4,Slightly_Late,0.276,98.0,95.4,10451.68,2341.58,3,1,2024,Thursday,0
FED-004409,2024-12-16,Wine_Labels,WIN-3182,29694,Fabriano_IT,Asia_Pacific,Standard,5,5,On_Time,0.064,95.3,92.5,4454.1,1272.72,12,4,2024,Monday,0
